,artist,title,label,lyrics
21,Tyrese,One,relaxed,"Let me start by saying that your the one,
Cause its the first time felt like this players done
Oh oh your the only number that I dial f*** other chicks
Your the only sex I'm getting now ain't that a trip but it don't matter
Cause your winning and it don't matter cause they get it cause you the only one.

(Chorus)

Imma be good with just one girl, one girl that's all I need

Imma be straight with jus one crib and two wips

Cause i'm grown now and so all i need is one ghetto girl

To make my babies with and o

Ne ghetto girl i'm shaking all of my chicks

That's why I'm down on one knee wit one ring baby all i need is one



And nothing is gone stop me from loving you and wifing you

Spending all my life with you baby I'm so committed

This one on one I'm with it, it's so damn good.

All the sex we want without no hat imagine that

Got a real nigga that gone have your back imagine that

That's just the way it is and thats just how its gone go

And you gone be that one girl



(Chorus)

Imma be good with just one girl, one girl that's all I need

Imma be straight with one crib and two wips

Cause i'm grown now and so all i need is one ghetto girl

To make my babies with and

One ghetto girl i'm shaking all of my chicks

That's why I'm down on one knee and one ring baby all i need is one



Girl I ain't gone front about it

Gotta tell the truth about

Way gone way gone

Aint nothing I won't give up to make you that one, baby that one

One step, one girl, one love, one name, so its one me

One ring, one church, and

One preacher, one promise, 2 letter words I do...



(Chorus)(x2)

Imma be good with just one girl, one girl that's all I need

Imma be straight with one crib and two wips

Cause i'm grown now and so all i need is one ghetto girl

To make my babies with and

One ghetto girl i'm shaking all of my chicks

That's why I'm down on one knee and one ring baby all i need is one



One girl, one girl

Baby all i need is one

One girl, one girl

Baby all i need is one"
22,Dr. Dog,Where'd All The Time Go?,sad,"Where'd all the time go?
It's starting to fly.
See how the hands go;
Waving goodbye.
And you know I get so forgetful

when I look in your eyes.



Now she's walking backwards

through a parade.

And I'm stuck in the shadow

blocking the shade.



And there ain't no way to sweep up the mess that we've made

She gets dressed up like a pillow so she's always in bed



Flowers for the sick and dead

She's on the go, way too fast and way too slow

She'll turn to stone at hospitals and funeral homes

and when the fog rises somebody sighs who is not in disguise anymore



There's nothing to keep you

from falling in love.

It starts at the bottom

and comes from above.



Like pieces of a puzzle, like a hand in a glove

She gets dressed up like a pillow so she's always in bed



Flowers for the sick and dead

She's on the go, way too fast and way too slow

She'll turn and stop at hospitals and funeral homes

and when the tide rises somebody sinks and is gone in the blink of an eye"
23,Tarralyn Ramsey,Unconditional Love,happy,"2 ContributorsUnconditional Love LyricsBeen in love so many times before
Everyone I loved walked right out the door
But I never knew that I'd
Find someone like you

Take me by the hand
And help me to stand
I never knew that I'd find someone

Chorus:
Give me unconditional love (repeat 3 times)

Vamp:
Love me right
Hold me tight
Lord I love you
Lord I love youYou might also likeEmbed
Been in love so many times before
Everyone I loved walked right out the door
But I never knew that I'd
Find someone like you

Take me by the hand
And help me to stand
I never knew that I'd find someone

Chorus:
Give me unconditional love (repeat 3 times)

Vamp:
Love me right
Hold me tight
Lord I love you
Lord I love you"
24,Kool & The Gang,Steppin' Into Love,happy,"3 ContributorsSteppin’ Into Love LyricsTonight, tonight, tonight

What a lovely feeling, music so appealing
Steppin' into love, my baby and I
When we start the dancin', we begin romancin'
Steppin' into love, my baby and I

Steppin' into love tonight
Steppin' to the love

Music is so thrilling and she is so willing
Steppin' into love, my baby and I
Every beat's a love song, nothing here can go wrong
Steppin' into love, my baby and I

Steppin' into love tonight
Steppin' to the love

Every night we go out and dance
There's a chance to increase romance
And we know every beat is love
Steppin' into love
Steppin' into love

Every night we go out and dance
There's a chance to increase romance
And we know every beat is love
Steppin' into love
Tonight, tonight, tonight
See Kool & the Gang LiveGet tickets as low as $51You might also likeThe beat is gettin' stronger, we dance a little longer
Steppin' into love, my baby and I
Steppin' in a small way, says I love her always
Steppin' into love, my baby and I

Steppin' into love tonight
Steppin' into the love, whoa, tonight

Every night we go out and dance
There's a chance to increase romance

And we know every beat is love
Steppin' to love
Tonight, tonight, tonight, all nightEmbed
Tonight, tonight, tonight

What a lovely feeling, music so appealing
Steppin' into love, my baby and I
When we start the dancin', we begin romancin'
Steppin' into love, my baby and I

Steppin' into love tonight
Steppin' to the love

Music is so thrilling and she is so willing
Steppin' into love, my baby and I
Every beat's a love song, nothing here can go wrong
Steppin' into love, my baby and I

Steppin' into love tonight
Steppin' to the love

Every night we go out and dance
There's a chance to increase romance
And we know every beat is love
Steppin' into love
Steppin' into love

Every night we go out and dance
There's a chance to increase romance
And we know every beat is love
Steppin' into love
Tonight, tonight, tonight

The beat is gettin' stronger, we dance a little longer
Steppin' into love, my baby and I
Steppin' in a small way, says I love her always
Steppin' into love, my baby and I

Steppin' into love tonight
Steppin' into the love, whoa, tonight

Every night we go out and dance
There's a chance to increase romance

And we know every beat is love
Steppin' to love
Tonight, tonight, tonight, all night"
25,Anders Osborne,Darkness At The Bottom,sad,"1 ContributorDarkness At The Bottom LyricsDarkness at the bottom
Of a hole I didn′t dig
Darkness at the bottom
Of a hole I didn't dig
Yeah, I′m down here on my knees
Begging you please Lord
Save me before I'm losing it

It leaves me wondering
Is this how it′s gonna be
It leaves me wondering
Is this how it's gonna be
Everbody′s talking
Nobody's listening

Darkness at the bottom
Of a hole I didn′t dig
Darkness at the bottom
Of a hole I didn't dig
Yeah, I′m down here on my knees
Crawling in the mud

Just like a pig

Hearing is believing
Tell me what you need to know
Hearing is believing
Tell me what you need to know
Yeah, everybody's pushing
But we ain′t got nowhere to go
Nowhere to go
Nowhere to go
You might also likeDarkness at the bottom
Of a whole lot of misery
Darkness down here at the bottom
Of a whole lot of misery
Yeah, I′ve seen blood turn into water
And a whole lotta low down greed
Whole lotta low down greedEmbed
Darkness at the bottom
Of a hole I didn′t dig
Darkness at the bottom
Of a hole I didn't dig
Yeah, I′m down here on my knees
Begging you please Lord
Save me before I'm losing it

It leaves me wondering
Is this how it′s gonna be
It leaves me wondering
Is this how it's gonna be
Everbody′s talking
Nobody's listening

Darkness at the bottom
Of a hole I didn′t dig
Darkness at the bottom
Of a hole I didn't dig
Yeah, I′m down here on my knees
Crawling in the mud

Just like a pig

Hearing is believing
Tell me what you need to know
Hearing is believing
Tell me what you need to know
Yeah, everybody's pushing
But we ain′t got nowhere to go
Nowhere to go
Nowhere to go

Darkness at the bottom
Of a whole lot of misery
Darkness down here at the bottom
Of a whole lot of misery
Yeah, I′ve seen blood turn into water
And a whole lotta low down greed
Whole lotta low down greed"
26,The Rolling Stones,Gimme Shelter,angry,"Oh, a storm is threat'ning 
My very life today 
If I don't get some shelter 
Oh yeah, I'm gonna fade away 
War, children, it's just a shot away 

It's just a shot away 

War, children, it's just a shot away 

It's just a shot away 



Ooh, see the fire is sweepin' 

Our very street today 

Burns like a red coal carpet 

Mad bull lost its way 



War, children, it's just a shot away 

It's just a shot away 

War, children, it's just a shot away 

It's just a shot away 



Rape, murder! 

It's just a shot away 

It's just a shot away 



Rape, murder! 

It's just a shot away 

It's just a shot away 



Rape, murder! 

It's just a shot away 

It's just a shot away 



The floods is threat'ning 

My very life today 

Gimme, gimme shelter 

Or I'm gonna fade away 



War, children, it's just a shot away 

It's just a shot away 

It's just a shot away 

It's just a shot away 

It's just a shot away 

I tell you love, sister, it's just a kiss away 

It's just a kiss away 

It's just a kiss away 

It's just a kiss away 

It's just a kiss away 

Kiss away, kiss away"
27,The Rolling Stones,Happy,happy,"Well I never kept a dollar past sunset, 
It always burned a hole in my pants. 
Never made a school mama happy, 
Never blew a second chance, oh no 
I need a love to keep me happy, 

I need a love to keep me happy. 

Baby, baby keep me happy. 

Baby, baby keep me happy. 



Always took candy from strangers, 

Didn't wanna get me no trade. 

Never want to be like papa, 

Working for the boss ev'ry night and day. 



I need a love to keep me happy, 

I need a love, baby won't ya keep me happy. 

Baby, won't ya keep me happy. 

Baby, please keep me 



I need a love to keep me happy, 

I need a love to keep me happy. 

Baby, baby keep me happy. 

Baby, baby keep me happy. 



Never got a flash out of cocktails, 

When I got some flesh off the bone. 

Never got a lift out of Lear jets, 

When I can fly way back home. 



I need a love to keep me happy, 

I need a love to keep me happy. 

Baby, baby keep me happy. 

Baby, baby keep me happy."
28,Bobby Bare,Detroit City,relaxed,"I wanna go home I wanna go home oh how I wanna go homeLast night I went to sleep in Detroit CityAnd I dreamed about those cottonfields and homeI dreamed about my mother dear old papa sister and brotherI dreamed about that girl who's been waiting for so longI wanna go home I wanna go home oh how I wanna go homeHomefolks think I'm big in Detroit CityFrom the letters that I write they think I'm fineBut by day I make the cars by night I make the barsIf only they could read between the linesCause you know I rode the freight train north to Detroit CityAnd after all these years I find I've just been wastin' my timeSo I just think I'll take my foolish pride and put it on a Southbound freight and rideAnd go on back to the loved ones the ones that I left waitin' so far behindI wanna go home I wanna go home oh how I wanna go home"
29,Gene Watson,Got No Reason Now For Goin' Home,relaxed,"Got no reason now for go-in' homeAll my rea-son's now she is goneGot no one there to talk to talk to and e-ven though I knowI ought to got no rea-son now for go-in' homeVERSE 1:Once I had ev-'ry rea-son a man could wantFor go-in' home and mak-in' love, but now I don'tSo I end up in here each night sit-tin' and a-think-in'Miss-in' her, hurt-in' so and drink-in'REPEAT CHORUS:VERSE 2:It's so hard now just know-in' there's an-oth-erThat she's out with him know-in' that I love herSo I end up in here each night sit-tin' and a-think-in'Miss-in' her, hati-n' him and drink-in'REPEAT CHORUS:"
30,George Strait,El Rey,sad,"Yo se bien que estoy afuera
Pero el dia que yo me muera
Se que tendras que llorar.
(Llorar y llorar, llorar y llorar)
Diras que no me quisistes
Pero vas a estar muy triste

Y asi te me vas a quedar.



Con dinero y sin dinero.

Yo hago siempre lo que quiero.

Y mi palabra es la ley.

No tengo trono ni reina.

Ni nadie que me comprenda.

Pero sigo siendo el rey.



Una piedra en el camino

Me enseno que mi destino.

Era rodar y rodar.

(Rodar y rodar, rodar y rodar)

Tambien me dijo un arriero

Que no hay que llegar primero

Pero hay que saber llegar.



Con dinero y sin dinero.

Yo hago siempre lo que quiero.

Y mi palabra es la ley.

No tengo trono ni reina.

Ni nadie que me comprenda.

Pero sigo siendo el rey.





(Thanks to jamz26 for these lyrics)"
